m1_source,m2_source,chi1,chi2,dL,Lambda1,Lambda2
1.427651667232622712e+00,1.299044574254313078e+00,3.757639625239982822e-02,3.002712136856160521e-02,4.617707665486772584e+01,7.947494007586031728e+01,1.434963525002403230e+03
1.506113962563350395e+00,1.239216262562595983e+00,4.270239663872521518e-02,4.184099438090008866e-02,3.479336512635342160e+01,2.179096767923247455e+02,1.086755569843549267e+02
1.590153301651705098e+00,1.172565424103113152e+00,1.546849888414161649e-02,4.994260911802457514e-02,4.333974754402960627e+01,2.481791383264308593e+02,1.961630684544354892e+02
1.491748937173206224e+00,1.252147561586599567e+00,3.899483965268511765e-02,2.461403375022134382e-02,3.223499762048614770e+01,2.182143237251840162e+01,4.855175866985342736e+02
1.419229580659883139e+00,1.309278464926126428e+00,8.371527979205761749e-03,2.372443190953215514e-02,4.178341435173539509e+01,7.089848730842832936e+01,1.589891041369671257e+03
1.512849516439381592e+00,1.231983234557999296e+00,1.176530072038993284e-02,2.212292438767339206e-02,3.862630923746622358e+01,4.058955916437252540e+02,1.125644211761481870e+02
1.488431243536177950e+00,1.250116183713456897e+00,4.114570643951656614e-02,4.467822090454485334e-02,4.154981300098244645e+01,6.781056197154845222e+02,2.923399724722335122e+02
1.547186486835575803e+00,1.214538547855973594e+00,2.260729326902178107e-02,1.641033053961292974e-03,2.237076315056369324e+01,5.497236416858775954e+01,5.426735413629118057e+02
1.556280703917487962e+00,1.195344853886545433e+00,1.990174108897879018e-02,1.340505983574934688e-02,4.574876076161942251e+01,4.105957321516836487e+02,5.294053967253424844e+02
1.408245072963885125e+00,1.328754735953517674e+00,5.915007746321850578e-03,1.747066108544475301e-03,2.549855468111217149e+01,1.148493220834488966e+02,5.689435414810026259e+02
1.496998276299450925e+00,1.250450164919703955e+00,3.751852556261101035e-02,7.335830104690018588e-03,2.755939984260870190e+01,3.691069297013352468e+01,4.497083036235594591e+02
1.377584271963973706e+00,1.347008832397861511e+00,1.085105836458582877e-02,2.549998015986262162e-03,4.391385316496674562e+01,2.546709979425806978e+02,2.711764193874868170e+02
1.476816395715312424e+00,1.256785675817462922e+00,6.783003215818834281e-03,8.719111569194044203e-03,4.580562242542839613e+01,8.590495199893496192e+01,2.533369047478555558e+02
1.453954314173749429e+00,1.276160476913082764e+00,1.324968903779312306e-02,2.696928016764881669e-02,4.584770094931212725e+01,6.545519761316515428e+01,5.162997919784471605e+02
1.561614198689821098e+00,1.199852304055443630e+00,3.701259568274190698e-02,2.552189615819298527e-02,2.958176038429034094e+01,1.086908443598054319e+01,4.861927872891824904e+02
1.406113575900595158e+00,1.322353729455618909e+00,2.909579904422872690e-02,1.442743666868268222e-02,4.002140464962526067e+01,8.134594984551719108e+02,9.252237979930016536e+02
1.465047059583743039e+00,1.272045494401894628e+00,2.562467081345977393e-02,1.319979449076823588e-02,3.629571059808492350e+01,1.416255397852371232e+02,1.145496902366518043e+03
1.371945541347519892e+00,1.357636915406315481e+00,4.092652194022783352e-02,2.445046241659612138e-02,3.568333938691116458e+01,9.629163904691115476e+02,6.289145154075060873e+02
1.590835128015748001e+00,1.174422266716463881e+00,3.964097466133561370e-02,1.899742449005293460e-02,3.928354643967819726e+01,5.827226057001678328e+02,3.119408787839327601e+02
1.381551546962721755e+00,1.345341323587074367e+00,3.302843093990542878e-02,6.283986408186504648e-03,4.004028573747797282e+01,2.529260657858604873e+02,6.814192976356889631e+02
1.583989025299582298e+00,1.179807797889936616e+00,4.194888852838687954e-02,4.800192326153951070e-03,3.822542336976146515e+01,2.179898091193762468e+02,2.915976907508296790e+03
1.434861899059657331e+00,1.305434900964332900e+00,2.349510639488346792e-03,2.871918688918026832e-02,2.331569166308342744e+01,4.815265169207049212e+01,3.297930267773990636e+02
1.362280405300784203e+00,1.362117270319556317e+00,7.619621674854775394e-03,1.486530261230892399e-03,4.374113841083455156e+01,1.647318821260993786e+02,4.740020168045760443e+02
1.416865694577339241e+00,1.309838381832084897e+00,4.742064849661752068e-02,3.745022643297759440e-02,4.391981871035444129e+01,9.067432232969522943e+01,3.029745549710650039e+02
1.393228020366765740e+00,1.337120203508937344e+00,1.536355008353767690e-02,3.217075307617123237e-02,3.497738213114940464e+01,4.447337559734008039e+01,3.941062728566979558e+02
1.443991558783085161e+00,1.290650744897346991e+00,3.235395337198935378e-02,1.309520535903047761e-02,3.517088868162876025e+01,1.089314892978732985e+02,6.954366643340875953e+02
1.405119467617836682e+00,1.321680682002853047e+00,2.187448620739630006e-02,2.303070099592144024e-02,4.214000667821134982e+01,4.059363317916307210e+02,7.809509354844087170e+01
1.435092005164370965e+00,1.292936607359676859e+00,3.167997887453621181e-02,1.130032017750660055e-02,4.479441997371929318e+01,2.267114096280166962e+02,4.019974485369310457e+01
1.467553160684252900e+00,1.273102894385439443e+00,2.171263145745372034e-02,2.090510885978928007e-02,3.038910277340605504e+01,1.012435651950245870e+02,3.194341826083460205e+02
1.435837966083695516e+00,1.300718583207712387e+00,2.770955345558457142e-02,2.252888709771668288e-02,3.061026027262014537e+01,4.455403920677751444e+02,1.093035546558478472e+02
1.414179836383279598e+00,1.313586697650011237e+00,3.835316549856481599e-03,1.985814787658702826e-02,4.188137745829394731e+01,2.294730166197758194e+02,1.153005484381522820e+03
1.450001801521574540e+00,1.279173355975007809e+00,1.154424532760924341e-02,2.729938548008534194e-02,4.669445648525445591e+01,1.330267694361604356e+02,1.450553098723787571e+03
1.570277043222599866e+00,1.184131579638181275e+00,1.826286852568840494e-03,4.676777820644793110e-02,4.807936144223126718e+01,4.850752551423173600e+02,1.821810329023861641e+02
1.499432059732760836e+00,1.239469808688428154e+00,1.486266356112624087e-02,2.666872389647381887e-03,4.469392351559397270e+01,9.102075712390311537e+02,4.973916724608010043e+00
1.703808995571560736e+00,1.099849894119170557e+00,3.774999545397599021e-02,4.822632092171543622e-02,4.328021629643727408e+01,1.751425763503867472e+01,4.477771759773777376e+02
1.461459737779289503e+00,1.277317286010152708e+00,2.470082208411643332e-02,3.502435174905803306e-02,3.265939141221480924e+01,4.908291003994780795e+02,1.258525284596745223e+03
1.601476441204288337e+00,1.164637051410658319e+00,4.895257930991175899e-02,4.758589484067949488e-02,4.403868889665877617e+01,4.620331514690504946e+02,4.076077537925629599e+02
1.379214769890991565e+00,1.345005683668189400e+00,2.551792385745511524e-02,2.630219661034710610e-02,4.426335023931213897e+01,2.782270402408514087e+01,4.969320706066480398e+02
1.549638041274942646e+00,1.205689425682955784e+00,2.016934977747161795e-02,1.507473407181222740e-02,3.542754883805815069e+01,2.044769472527702590e+02,4.262368037417662094e+02
1.396643966008118909e+00,1.329166130930694134e+00,5.135184916218986199e-03,1.446629935074770536e-02,4.295062128169801952e+01,2.407427459025461758e+02,1.044998232118833130e+03
1.474916072662213695e+00,1.265191749740953941e+00,5.270304482447995577e-03,4.340065596061997572e-02,3.378086648356211441e+01,1.336501382976497041e+02,4.962962885834987219e+02
1.495789341156050334e+00,1.247692991491253789e+00,1.530569794710631357e-03,2.747987931153056049e-02,3.476515289714527768e+01,3.191665761750909382e+02,1.544767411594936675e+03
1.439440319779062838e+00,1.290190440585146758e+00,8.562718529982237328e-03,1.786147773368399611e-02,4.367036966513624208e+01,5.208238864026826320e+01,1.289102916034649752e+03
1.435562350851234292e+00,1.300123046021854023e+00,3.109827642622025115e-02,6.755482737635514455e-03,3.143106166335667240e+01,3.399575640006675599e+02,5.261392461172107460e+00
1.572717079500089987e+00,1.188988483280013053e+00,2.649552503506237902e-05,3.314418325536281490e-02,3.542917759780199560e+01,3.779544019936604400e+02,5.409839987108350670e+02
1.497068193652804746e+00,1.241664560389426963e+00,4.517290525595706735e-02,3.405090589423703101e-02,4.370888651605349651e+01,3.474990366000649828e+02,8.640673208131616434e+01
1.418231287123688844e+00,1.308117674169130051e+00,3.359511637601492184e-02,8.716282914363009462e-03,4.489092459758809639e+01,5.139194991986057630e+02,6.959291697603990769e+02
1.406357624408387075e+00,1.321480470525223661e+00,4.262826955128310585e-02,2.199571821070312946e-02,4.070843297992826137e+01,7.003786879631763895e+02,4.169737596594100637e+01
1.398683332241553279e+00,1.340721385330520432e+00,2.490959015021382977e-02,1.836393081964347862e-02,2.041910270977728104e+01,4.486794622869985005e+02,7.801724246298239223e+02
1.639880573028581701e+00,1.140674539218823780e+00,4.076601476930855061e-02,2.265076280135285003e-02,4.054182265815033759e+01,7.406262073114412203e+01,5.240814033128685878e+02
1.393106522588085205e+00,1.339412625667784740e+00,4.306665917165435759e-02,3.546970843083937369e-02,3.136242323793788955e+01,1.380720599018607970e+02,3.778890754322794692e+02
1.432712575499275776e+00,1.298617020444941206e+00,3.505265796802899125e-02,1.645670013638608070e-02,3.879340445452873354e+01,1.190027071511899521e+02,4.181627710196781322e+02
1.451896208056482784e+00,1.282577281489341692e+00,1.332643902891594151e-02,3.550465903311039728e-02,3.761675979951457549e+01,3.233341518099875884e+02,2.715943882376089746e+01
1.485357420638056647e+00,1.256003278589594929e+00,2.378144284274472803e-02,2.379022920377255740e-02,3.516674033873906069e+01,8.638891063535634203e+02,2.327500171110758913e+02
1.577952577075926843e+00,1.181987767177170578e+00,4.760580803212974971e-02,4.266654848743914319e-02,4.162174314053334001e+01,3.577104114451953620e+01,6.647134763697855533e+02
1.377760347179692424e+00,1.352970696275055396e+00,3.250988008886000757e-02,3.493906533652767904e-02,3.379622044300232631e+01,5.526992933208425711e+02,7.152234921699557617e+02
1.389913131708534699e+00,1.342703172737501838e+00,2.067739002504625015e-02,3.568650267125966780e-02,3.110407840304987914e+01,3.522640598614231067e+02,8.208149765277719325e+02
1.492687282346915945e+00,1.255756717840447179e+00,6.793446645126005427e-03,1.262180037523701406e-02,2.452884083381452740e+01,7.191694259986815041e+02,2.590806408099855389e+02
1.396737256907033542e+00,1.333659823600084282e+00,3.324327532587268569e-02,1.582099350430012791e-02,3.568979958917970663e+01,9.982091602777205708e+02,1.904549549046781181e+02
1.667395441744413676e+00,1.122917874847855879e+00,4.499559620282801709e-02,3.043671068964016665e-02,4.136367058763831750e+01,8.758987948237185961e+00,8.230279047485079218e+02
1.510458559393483391e+00,1.232259225575983219e+00,5.693758730050417841e-03,1.462832547662190966e-02,4.152454948724747652e+01,3.662258978018637663e+02,8.985687744118606588e+02
1.472763231790800154e+00,1.262699543845345218e+00,9.327123331882937463e-03,3.319236011991134883e-02,4.175927581743668071e+01,1.674156118992128128e+00,1.013277236436025078e+03
1.547704418248174285e+00,1.202249478851875164e+00,5.883748326343703205e-03,1.406058162032582624e-02,4.425292990858993392e+01,8.177423739401029934e+01,4.463505733294875881e+02
1.362778295872058010e+00,1.361498901995034538e+00,2.870149429506089339e-02,1.044261651563959791e-03,4.418154613126220198e+01,1.989720256134005183e+02,3.026349258974719874e+02
1.446330660119980793e+00,1.283292319597000297e+00,1.915104881474406773e-02,4.946578116528725644e-02,4.457843858298479489e+01,2.690051728046871631e+02,2.041040709042978918e+01
1.402052997126643774e+00,1.329798701404252714e+00,2.224203131342959716e-02,1.643233398902627096e-02,3.379376046500737374e+01,1.171063936677534684e+03,3.104653367894462690e+02
1.739446744472389117e+00,1.083143849714517604e+00,4.838523199054951818e-02,3.697532949494094362e-02,3.499390621210511654e+01,1.067012090589355608e+02,3.733121344542635711e+02
1.412402365276327565e+00,1.317861468112192291e+00,5.393690117163157244e-03,4.981839664157830527e-02,3.736517395397909524e+01,7.496000629277943972e+02,2.602465505969679498e+02
1.573953295034891342e+00,1.184275755819135911e+00,2.305525139549180480e-02,7.748938139788362663e-03,4.279721659830242686e+01,5.343842798995857493e+02,4.851490693861088062e+02
1.569999171292702167e+00,1.185033860441038422e+00,4.037300549828824053e-02,4.102587555162824640e-02,4.729725394231926572e+01,6.552469618271276204e+02,1.036964895247162758e+03
1.523045105228572949e+00,1.225449136612514867e+00,2.079687979871698567e-02,2.090498087538238473e-02,3.628333769930327435e+01,2.872328755007696373e+02,8.179593276287774017e+01
1.407942294315080112e+00,1.323703943202858557e+00,2.533208686661437767e-02,3.677064580874732369e-02,3.458067379840846201e+01,7.238066419791138060e+02,2.654894226895528959e+02
1.521936044595805448e+00,1.222189630322199516e+00,6.435856825313760257e-03,3.455852381338057194e-02,4.353764314693063397e+01,1.061345839983773089e+02,3.911284164041431950e+02
1.407099322237131744e+00,1.318343970469879611e+00,1.649430642214009743e-02,9.996105906296268856e-03,4.454908698685582635e+01,1.484505575600219345e+02,1.283089282081852218e+02
1.483330427229697657e+00,1.255825360055777384e+00,8.987712043577209681e-03,2.615490781772126377e-02,3.795493022539604056e+01,2.154424516021770160e+02,3.195639948340781302e+02
1.363205399860027978e+00,1.361627731719465162e+00,1.500384122024973552e-02,1.591073532241013555e-02,4.363444261799416779e+01,4.876760318584641709e+02,1.207986907823329602e+03
1.620208322556379699e+00,1.154230243653356469e+00,1.346924648569763731e-02,4.396661623033698563e-02,3.936780834333265489e+01,1.233708957191026485e+02,3.405311663331904128e+02
1.545870347489870289e+00,1.204272183141429586e+00,2.684408374418720614e-02,1.545648913191024522e-02,4.363137324598618250e+01,2.176036492688259045e+02,1.598613819208391362e+02
1.460383766653954751e+00,1.282168648522092891e+00,1.843471351853221904e-02,3.906573188089342702e-02,2.530237255069624425e+01,3.455331375507677194e+02,3.982372136668667508e+02
1.504885066917173164e+00,1.235495765732578466e+00,2.370534006810423935e-02,2.170891224683011572e-02,4.361255146350641354e+01,5.838942807270782964e+00,6.745156797331767393e+02
1.423741720115753839e+00,1.306583411691803809e+00,3.521890566373338943e-02,1.636235237538662818e-02,3.928320710401747817e+01,5.152991707988171584e+02,8.433076944537345980e+02
1.561533672412862339e+00,1.191807067662811193e+00,1.037375792568831327e-02,2.256359288072613475e-02,4.544596199502381495e+01,1.368110184772779974e+02,3.164121300181788001e+02
1.378941676458049104e+00,1.351964056808101500e+00,1.126123142576970944e-02,2.111447770989484732e-02,3.339774937825568202e+01,1.302189781603838696e+02,4.224600204893256432e+02
1.432089794419312279e+00,1.308626683525479617e+00,7.223348432066518075e-03,4.059592349354204655e-02,2.235524212540702749e+01,7.284442375789082007e+02,5.174416393883024057e+02
1.526417164043450292e+00,1.225768938377543193e+00,1.786168661806733417e-04,4.130824690673954615e-03,3.031279367436471972e+01,2.816439590495458845e+01,5.077503308653537033e+02
1.539295151476615109e+00,1.209424062780374731e+00,2.113629706986530198e-03,1.893758255312420063e-02,4.259909766953905574e+01,1.502382683112253687e+02,1.116912687112366029e+02
1.421805554493190016e+00,1.314370323084049330e+00,3.259524832495371005e-02,1.963193363384490783e-02,2.831668825374227794e+01,3.158249192374148038e+02,2.773484860052664089e+02
1.381919027056272897e+00,1.352302583961780602e+00,1.588250791793931888e-02,4.797092912393664116e-02,2.768248506120211516e+01,3.623529122826627145e+02,2.117864423229413262e+02
1.471089876546925135e+00,1.267487875274506903e+00,3.450464195732973888e-02,1.928565636259839747e-02,3.573166318453573354e+01,3.238470012598742187e+02,1.106126047677002362e+03
1.408672530105762544e+00,1.322474351766828260e+00,9.819091442684026866e-03,4.830197835070779155e-02,3.537008537308113176e+01,4.387577264205405640e+02,1.040185102742230328e+01
1.507336621100139107e+00,1.236165470249386944e+00,4.789955261872632514e-02,4.575342938361466258e-03,3.841702561370178870e+01,5.641341807165616729e+01,2.475743604324896410e+02
1.565568072338578975e+00,1.190000362225879238e+00,3.406693042244052227e-02,4.833709237920150170e-02,4.355593470066320094e+01,6.004769540787328879e+02,4.598037512869101420e+02
1.416491920128259974e+00,1.319699981815255940e+00,1.795920258126302432e-02,1.362241870042792992e-02,2.771385307797160635e+01,4.142264238566409063e+02,5.715995664186402792e+02
1.458446377880443290e+00,1.274636772132651252e+00,3.426772499985886178e-02,5.642772950148737358e-03,4.142398530038175863e+01,2.586385562810985448e+02,2.525631113221327340e+01
1.695480706873328192e+00,1.109343250608763931e+00,4.330060486916910423e-02,1.323981248133098212e-02,3.392341517942925577e+01,1.518368589922907859e+02,4.671205374587286769e+02
1.603390827778984562e+00,1.171549538226654752e+00,2.050788446292747466e-02,4.656634869643880986e-02,2.717630208763188904e+01,2.443290574635368841e+02,5.817373218432028352e+02
1.448686104330809687e+00,1.291853979187115309e+00,2.878352796734170646e-03,2.916087034037339720e-04,2.604968712848071988e+01,7.374026256505453603e+01,4.370035737544005201e+02
1.399723928397073713e+00,1.325398884444960013e+00,2.006086447955916785e-02,6.978229953941711070e-03,4.473711711214121323e+01,6.985554977033032742e+01,1.296901913395482779e+03
1.462960991538588829e+00,1.268164436207652068e+00,2.161123745348082423e-02,2.007794298256128374e-02,4.635865150395314060e+01,3.751782438729054547e+02,1.183034827755813012e+03
1.492414107286843761e+00,1.251967724926868364e+00,1.808788474070776447e-02,1.703880886823614521e-02,3.160531838208023103e+01,8.341549176987280134e+01,5.758709004207338467e+02
1.536387537139151993e+00,1.217185544900207583e+00,1.756950981460883923e-02,2.471242659730006532e-03,3.211183822246596975e+01,1.783744260460818793e+02,9.766423679271152025e+01
1.376381685366710128e+00,1.350908940004385217e+00,2.955509883410761818e-02,2.359498057170670085e-02,3.958866548830045673e+01,9.750291243581591516e+02,4.794058688421429082e+01
1.415843950167368970e+00,1.320307484059346281e+00,2.054878250965169219e-03,1.566320042069557425e-02,2.821865656835398894e+01,1.198088448693584496e+03,5.642616615231071364e+02
1.430258834729044803e+00,1.303126324109711520e+00,1.528458372195018976e-02,1.040158137928653970e-03,3.455094591365813983e+01,3.892275162642285409e+02,4.735700879149298004e+01
1.503647491886121790e+00,1.238379398359954475e+00,4.313834698567051151e-02,4.040484950512763379e-02,4.062628895626796321e+01,6.448576821679588988e+01,1.562947689079912834e+03
1.461847887892260278e+00,1.278548058602186011e+00,5.309999623734736746e-03,2.589043940116182371e-02,2.959341284548991169e+01,8.969637148332807328e+02,5.133208259651730998e+01
1.596879575911930749e+00,1.172179180334684157e+00,1.249370839204932450e-02,3.275276794732165375e-02,3.498369814063389072e+01,6.346762852957439804e+00,5.134786908875063318e+02
1.522479338429686635e+00,1.222876426158839180e+00,2.055218756526431753e-02,4.333401706234101328e-03,4.199407268332900856e+01,2.927855573694646409e+02,1.884584549557035018e+02
1.520614447311211981e+00,1.223481068576038222e+00,2.896662831406659339e-02,2.085989561918846769e-02,4.327859170268670397e+01,3.473178648626989684e+01,3.157355325639928196e+02
1.543995489174811997e+00,1.205155112791058691e+00,2.809226295160565864e-02,2.642080214115759274e-02,4.440313033251629093e+01,2.884197111089654797e+01,5.331780665565391928e+02
1.467062078904025624e+00,1.268544718797930626e+00,5.507171088225432977e-03,1.552125558293483525e-02,3.942364088119573751e+01,1.873103504121501146e+02,1.206012555501595671e+03
1.424693916967573859e+00,1.302858345239755744e+00,1.191158016048929520e-02,1.260497489380474172e-02,4.395746448341115098e+01,8.237846665717204360e+02,2.591885928380946211e+02
1.481625546549610872e+00,1.258150818534182758e+00,1.264839929556985272e-02,2.021330864843685557e-02,3.695947648261383733e+01,5.063948927647091978e+02,8.846300529667875026e+02
1.413133084083906699e+00,1.323279612241304415e+00,2.609181924953373269e-02,3.688554767147156355e-02,2.719303189352035943e+01,7.071383870583692897e+02,8.621820551933377601e+02
1.531996188756509447e+00,1.214033901491529122e+00,2.327205568866383065e-02,1.529702692585033219e-02,4.477508030756617785e+01,3.722726807674085876e+02,8.387923222417205693e+01
1.480488494466239091e+00,1.260256871606279860e+00,4.686138020465137333e-02,6.792500196520291286e-03,3.425772806174916951e+01,5.948861408472993872e+01,1.026239445387972410e+03
1.460354885424063109e+00,1.274606552864631759e+00,1.034498538743807913e-02,4.770800044834728332e-03,3.894523315594595658e+01,1.324042069055576803e+03,8.902042567416389218e+00
1.413712328613978553e+00,1.314716335973891592e+00,4.562300640677791758e-02,3.837626656902533295e-02,4.106826069572099414e+01,8.831215115862487437e+02,2.224095306692649103e+02
1.628035107548517546e+00,1.150853157651632097e+00,2.096836349244824826e-03,4.742583957276998163e-02,3.533894600764340055e+01,1.114362299938864851e+02,6.399185144527360762e+02
1.582676485377138675e+00,1.176418254387751494e+00,2.835288655499853400e-02,1.603748997962495260e-02,4.587523448919929336e+01,2.154225245852407795e+02,1.553588780084431846e+02
1.637342997291993507e+00,1.143998241786381653e+00,4.646209929331686361e-02,1.236597760566970731e-02,3.724415205010848240e+01,1.213898266000400952e+02,2.911346007431707221e+02
1.701928536447035567e+00,1.099249023234291522e+00,3.360156418460304162e-02,4.400698506632759466e-02,4.701858045499605510e+01,1.401983689727908597e+02,2.179473929784386428e+02
1.548513622569671844e+00,1.201942535068680318e+00,8.339377073245526212e-03,3.529173685059414783e-02,4.394505386026283844e+01,2.226372417939482773e+02,1.074464420785864291e+02
1.456229942617953466e+00,1.281944598815851988e+00,4.978399216466288663e-02,2.140625897840027145e-02,3.200758237896279468e+01,4.569507754030107094e+01,4.715167827317783349e+02
1.481562764234837459e+00,1.255329675383059174e+00,9.738107742531922420e-03,2.204073052103194819e-02,4.182930506033792994e+01,6.582450638510999852e+02,1.490230646924705979e+02
1.707912552498429992e+00,1.100314109634878079e+00,4.829354483678008347e-02,4.638850154378262869e-02,3.741982643621804527e+01,6.676262055473054602e+01,9.850785104918765001e+02
1.564425605041555256e+00,1.191939790218961015e+00,2.061599220754061976e-02,4.686962949269111306e-02,4.117475356150743693e+01,1.000738500923410470e+02,1.070064148311246527e+03
1.423338733800574740e+00,1.312844647960162980e+00,7.505276002068872812e-03,8.530555926182755919e-03,2.908179966084843215e+01,7.439751255316732568e+02,5.899356803853704605e+02
1.613141311570578829e+00,1.156961050621008402e+00,1.283905565421633414e-02,1.518076538985510190e-02,4.293769803882784686e+01,1.850876908007863335e+02,5.844112685299835874e+01
1.485997997736410836e+00,1.260311554762329589e+00,2.723647009970195723e-02,1.452324652965762165e-02,2.631951121466996568e+01,7.181902572539382845e+02,3.820991892891079260e+02
1.386982493999785016e+00,1.343275648320862770e+00,6.498947641544514271e-03,4.927187611341047463e-02,3.495482113007717118e+01,7.117719285071406148e+02,1.051329465531590813e+03
1.388827354706163586e+00,1.340480000039473429e+00,1.821457824576214884e-02,4.093541405536201688e-02,3.694250545753207859e+01,6.903041937830436154e+02,7.869302091145525537e+02
1.415484345140883837e+00,1.321647061886391361e+00,2.075360134447347751e-02,9.655078075343813751e-04,2.610472352986542077e+01,4.448417190626170736e+02,8.342217188428322743e+02
1.554684792549575034e+00,1.199432947899642610e+00,2.996772203972665818e-02,3.795330160841351580e-02,4.023804320833416881e+01,1.483713248927269035e+02,2.818418761176464500e+02
1.616496630242944432e+00,1.154852942554966955e+00,4.646619581125850662e-02,8.630933474633097069e-03,4.294397803983308393e+01,7.237055013248286173e+01,3.234311769685232889e+02
1.400627840027976800e+00,1.327410290960548744e+00,3.077640802794830155e-04,1.942611163205824193e-02,3.982537971900962503e+01,4.360208397326642284e+02,5.291878002759639230e+02
1.549903884275692922e+00,1.205146963518123338e+00,2.960357537484464147e-02,1.011143604982509686e-02,3.598324050110313976e+01,3.679591757603291740e+02,5.558235939549734894e+02
1.438434547664827035e+00,1.296856903637313874e+00,2.243470264242288306e-02,9.811381252325479183e-03,3.339310808616313153e+01,9.311471406636877646e+02,1.187363644570587269e+02
1.474871865473032839e+00,1.259177180597545576e+00,1.887865594388841300e-02,2.728895912725077394e-02,4.467878529022239320e+01,1.449480359934328249e+02,4.170891352387512825e+02
1.579637028960447553e+00,1.182603608678105322e+00,4.358173896981258622e-02,1.246061180738823257e-02,3.813754872135691443e+01,1.216651021887711863e+02,3.006223785970120730e+02
1.452807647393858481e+00,1.285047523588158658e+00,4.222687411630884902e-02,3.873874226346628313e-02,3.176857264402175218e+01,4.715127092389847689e+02,3.321392347291686065e+02
1.542251620926591071e+00,1.208207746809248695e+00,2.821522396210313088e-02,4.986164386232772028e-02,4.072865611489695681e+01,8.491583297124637397e+01,1.758395050585165222e+02
1.411719779076900494e+00,1.312176057275201257e+00,3.439808503069805012e-02,4.893818763096202673e-02,4.809884150465373409e+01,2.543107367792209743e+02,5.671302326384439993e+02
1.475338484305104947e+00,1.261729478408197602e+00,3.385975326358721133e-03,1.492646249133298270e-02,3.940294152523667748e+01,8.790731263938508846e+02,5.632080148897096450e+01
1.455339046705614203e+00,1.284204649262530751e+00,1.286250140360422831e-02,3.367902973065527855e-02,2.974001369699914932e+01,2.855963948679547002e+02,4.617728120478147389e+02
1.457886490998379969e+00,1.278413449244107269e+00,6.926855599877486218e-03,8.810897141096091234e-03,3.601514561520105673e+01,1.227567633727513225e+02,6.415023018798937073e+02
1.439464142620063170e+00,1.300205919395091225e+00,1.511530364495808354e-02,7.026341130292355214e-03,2.588321738769163005e+01,2.143634992641628116e+02,4.350181861658717253e+02
1.439066297359905322e+00,1.294879233895489534e+00,3.105334305922630503e-02,9.499434104827481073e-03,3.570403216423314774e+01,2.388095720730642313e+02,9.589888171024282428e+02
1.517242821531893160e+00,1.228786157099994725e+00,7.407739766699194574e-03,2.939456184965949515e-02,3.850678843818333519e+01,1.047238378123095345e+03,2.064856499309401556e+02
1.365012178560713663e+00,1.360921999192260534e+00,3.530954820698863766e-02,7.234281437873393318e-03,4.130266001470381809e+01,7.070174777315482970e+02,4.053753792868917571e+02
1.388295215405154881e+00,1.337243687587289953e+00,1.622445772758792509e-02,3.247361203474363484e-03,4.230804100047170380e+01,1.032437315389853865e+02,3.637161738151845043e+02
1.635622544281750024e+00,1.140754125152247722e+00,3.035431233950655269e-02,3.538356556587822499e-02,4.581673794754813400e+01,3.709451313010408313e+00,8.076897042776590752e+02
1.600589839127672054e+00,1.167709832218701393e+00,4.655246554688760585e-02,2.712341703204101256e-02,3.934916403651454431e+01,7.855681068066990065e+02,3.785028042150671013e+02
1.435922884419381429e+00,1.295772378770122302e+00,6.098947401193981210e-03,1.337288389889485819e-02,3.866675066327969290e+01,4.648572675750522762e+02,3.126034721365707370e+01
1.465063444007537630e+00,1.265359234747073902e+00,2.089044874350948558e-02,3.044354198922369706e-02,4.855807244124401478e+01,5.411222923583513875e+02,3.043412162437587085e+02
1.427280756962221897e+00,1.306693755769534171e+00,3.601256401232467291e-02,1.232198355731501868e-03,3.311066920366807409e+01,1.755593226175678296e+02,4.192898043076739327e+02
1.375506498010937717e+00,1.352276581781292730e+00,1.918635342979173319e-02,4.798372006002163404e-02,3.883309397248475392e+01,1.136251280750830347e+03,1.748058675485344793e+01
1.491335722864937319e+00,1.251931847175763224e+00,7.833300328734204426e-03,1.269830374217174006e-02,3.325923355672259873e+01,1.656507526591393287e+02,3.901210776115657382e+02
1.603230632929005806e+00,1.165571685823534764e+00,3.207209542701959515e-02,1.841701792626030407e-03,3.940821062425455779e+01,1.553171683174248869e+02,1.098352840272297271e+03
1.637052411850753231e+00,1.146971422544389441e+00,3.021303557734821357e-02,6.857792634394862738e-03,3.171056188573533419e+01,1.432238679857807711e+02,7.152068417823301161e+02
1.417691842817768721e+00,1.312075467836446130e+00,8.862543783208817749e-03,3.405315671577315711e-02,3.927647363294670413e+01,6.552981722016936601e+02,4.740472701640926516e+02
1.386771229847643561e+00,1.343069066141127310e+00,3.286699084879639472e-03,3.095706005963746316e-02,3.540757731307665779e+01,4.439573040599985916e+02,1.702087227865104353e+02
1.608298384540154613e+00,1.159702189241919479e+00,3.658753650921209993e-02,1.590177196520434211e-02,4.445713869387634531e+01,1.205897246326778145e+02,3.470151875570465450e+02
1.614913272147813217e+00,1.165504589456567208e+00,3.687613265203936591e-02,3.192007300807098158e-02,2.410939742174128142e+01,5.397529278110588393e+02,3.920477748739449453e+02
1.431651568410353459e+00,1.300115644756346889e+00,1.290118217453897938e-02,3.073034634831926272e-03,3.803945047782589484e+01,4.160408232203365628e+02,4.968323927553714157e+02
1.467849903037186987e+00,1.268631472291851692e+00,2.664763175358210272e-03,7.324700795903338205e-04,3.820921350476686484e+01,7.017469166366261106e+02,8.590259766461890649e+02
